date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:25:18	674631/674631	---M--	200	added ('OK')	image/jpeg	etag:%22a4b47-6165e0c5c8083%22	https://www.haplink.net/wp-content/uploads/2024/04/IMG_7987-scaled.jpeg	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-content/uploads/2024/04/IMG_7987-scaled.jpg	(from https://www.haplink.net/2024/04/18/setting-up-our-pit/)
18:25:18	179693/179693	---M--	200	added ('OK')	image/jpeg	etag:%222bded-6165e0c7056d9%22	https://www.haplink.net/wp-content/uploads/2024/04/IMG_7987-1024x768.jpeg	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-content/uploads/2024/04/IMG_7987-1024x768.jpg	(from https://www.haplink.net/2024/04/18/setting-up-our-pit/)
18:25:19	754968/754968	---M--	200	added ('OK')	image/jpeg	etag:%22b8518-6165e0c965da0%22	https://www.haplink.net/wp-content/uploads/2024/04/IMG_7990-scaled.jpeg	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-content/uploads/2024/04/IMG_7990-scaled.jpg	(from https://www.haplink.net/2024/04/18/setting-up-our-pit/)
18:25:19	191949/191949	---M--	200	added ('OK')	image/jpeg	etag:%222edcd-6165e0ca88e11%22	https://www.haplink.net/wp-content/uploads/2024/04/IMG_7990-1024x768.jpeg	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-content/uploads/2024/04/IMG_7990-1024x768.jpg	(from https://www.haplink.net/2024/04/18/setting-up-our-pit/)
18:25:19	944243/944243	---M--	200	added ('OK')	image/jpeg	etag:%22e6873-6165e0cbfeeb1%22	https://www.haplink.net/wp-content/uploads/2024/04/IMG_7992-scaled.jpeg	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-content/uploads/2024/04/IMG_7992-scaled.jpg	(from https://www.haplink.net/2024/04/18/setting-up-our-pit/)
18:25:19	228069/228069	---M--	200	added ('OK')	image/jpeg	etag:%2237ae5-6165e0cdad99a%22	https://www.haplink.net/wp-content/uploads/2024/04/IMG_7992-1024x768.jpeg	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-content/uploads/2024/04/IMG_7992-1024x768.jpg	(from https://www.haplink.net/2024/04/18/setting-up-our-pit/)
18:25:20	741803/741803	---M--	200	added ('OK')	image/jpeg	etag:%22b51ab-6165e0d6bc0e3%22	https://www.haplink.net/wp-content/uploads/2024/04/IMG_7996-scaled.jpeg	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-content/uploads/2024/04/IMG_7996-scaled.jpg	(from https://www.haplink.net/2024/04/18/setting-up-our-pit/)
18:25:20	186319/186319	---M--	200	added ('OK')	image/jpeg	etag:%222d7cf-6165e0d7c9990%22	https://www.haplink.net/wp-content/uploads/2024/04/IMG_7996-1024x768.jpeg	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-content/uploads/2024/04/IMG_7996-1024x768.jpg	(from https://www.haplink.net/2024/04/18/setting-up-our-pit/)
18:25:20	590093/590093	---M--	200	added ('OK')	image/jpeg	etag:%229010d-6165e0c36e71d%22	https://www.haplink.net/wp-content/uploads/2024/04/IMG_8001-scaled.jpeg	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-content/uploads/2024/04/IMG_8001-scaled.jpg	(from https://www.haplink.net/2024/04/18/setting-up-our-pit/)
18:25:20	170554/170554	---M--	200	added ('OK')	image/jpeg	etag:%2229a3a-6165e0c46e509%22	https://www.haplink.net/wp-content/uploads/2024/04/IMG_8001-1024x768.jpeg	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-content/uploads/2024/04/IMG_8001-1024x768.jpg	(from https://www.haplink.net/2024/04/18/setting-up-our-pit/)
18:25:20	815650/815650	---M--	200	added ('OK')	image/jpeg	etag:%22c7222-6165e0d29488e%22	https://www.haplink.net/wp-content/uploads/2024/04/IMG_8007-scaled.jpeg	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-content/uploads/2024/04/IMG_8007-scaled.jpg	(from https://www.haplink.net/2024/04/18/setting-up-our-pit/)
18:25:20	202928/202928	---M--	200	added ('OK')	image/jpeg	etag:%22318b0-6165e0d39d31b%22	https://www.haplink.net/wp-content/uploads/2024/04/IMG_8007-1024x768.jpeg	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-content/uploads/2024/04/IMG_8007-1024x768.jpg	(from https://www.haplink.net/2024/04/18/setting-up-our-pit/)
18:25:21	822193/822193	---M--	200	added ('OK')	image/jpeg	etag:%22c8bb1-6165e0d386bb7%22	https://www.haplink.net/wp-content/uploads/2024/04/IMG_8010-scaled.jpeg	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-content/uploads/2024/04/IMG_8010-scaled.jpg	(from https://www.haplink.net/2024/04/18/setting-up-our-pit/)
18:25:21	182101/182101	---M--	200	added ('OK')	image/jpeg	etag:%222c755-6165e0d4db911%22	https://www.haplink.net/wp-content/uploads/2024/04/IMG_8010-1024x768.jpeg	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-content/uploads/2024/04/IMG_8010-1024x768.jpg	(from https://www.haplink.net/2024/04/18/setting-up-our-pit/)
18:25:21	758522/758522	---M--	200	added ('OK')	image/jpeg	etag:%22b92fa-6165e0ce5f578%22	https://www.haplink.net/wp-content/uploads/2024/04/IMG_8012-scaled.jpeg	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-content/uploads/2024/04/IMG_8012-scaled.jpg	(from https://www.haplink.net/2024/04/18/setting-up-our-pit/)
18:25:21	188962/188962	---M--	200	added ('OK')	image/jpeg	etag:%222e222-6165e0cf68fa5%22	https://www.haplink.net/wp-content/uploads/2024/04/IMG_8012-1024x768.jpeg	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-content/uploads/2024/04/IMG_8012-1024x768.jpg	(from https://www.haplink.net/2024/04/18/setting-up-our-pit/)
18:25:22	8593/8593	---MC-	200	added ('OK')	application/json	date:Thu,%2006%20Feb%202025%2023:25:21%20GMT	https://www.haplink.net/wp-json/wp/v2/posts/325	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-json/wp/v2/posts/325.json	(from https://www.haplink.net/2024/04/17/practice-table-construction/)
18:25:22	926/926	---MC-	200	added ('OK')	application/rss+xml	etag:%221543c5308377a025873bbe6659b0d3fc%22	https://www.haplink.net/2024/04/17/practice-table-construction/feed/	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/2024/04/17/practice-table-construction/feed/index.html	(from https://www.haplink.net/2024/04/17/practice-table-construction/)
18:25:23	2185/2185	---MC-	200	added ('OK')	application/json	date:Thu,%2006%20Feb%202025%2023:25:22%20GMT	https://www.haplink.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.haplink.net%2F2024%2F04%2F17%2Fpractice-table-construction%2F	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-json/oembed/1.0/embed41a5.json	(from https://www.haplink.net/2024/04/17/practice-table-construction/)
18:25:23	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2006%20Feb%202025%2023:25:22%20GMT	https://www.haplink.net/?p=325	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/indexf175.html	(from https://www.haplink.net/2024/04/17/practice-table-construction/)
18:25:23	2339/2339	---MC-	200	added ('OK')	text/xml	date:Thu,%2006%20Feb%202025%2023:25:22%20GMT	https://www.haplink.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.haplink.net%2F2024%2F04%2F17%2Fpractice-table-construction%2F&format=xml	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-json/oembed/1.0/embed6b6e	(from https://www.haplink.net/2024/04/17/practice-table-construction/)
18:25:23	671783/671783	---M--	200	added ('OK')	image/jpeg	etag:%22a4027-6164fb396b6be%22	https://www.haplink.net/wp-content/uploads/2024/04/IMG_7971-scaled.jpeg	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-content/uploads/2024/04/IMG_7971-scaled.jpg	(from https://www.haplink.net/2024/04/17/practice-table-construction/)
18:25:23	161703/161703	---M--	200	added ('OK')	image/jpeg	etag:%22277a7-6164fb3af6f22%22	https://www.haplink.net/wp-content/uploads/2024/04/IMG_7971-1024x768.jpeg	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-content/uploads/2024/04/IMG_7971-1024x768.jpg	(from https://www.haplink.net/2024/04/17/practice-table-construction/)
18:25:24	226727/226727	---M--	200	added ('OK')	image/jpeg	etag:%22375a7-6164fb417137c%22	https://www.haplink.net/wp-content/uploads/2024/04/IMG_7972-1024x768.jpeg	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-content/uploads/2024/04/IMG_7972-1024x768.jpg	(from https://www.haplink.net/2024/04/17/practice-table-construction/)
18:25:24	1001830/1001830	---M--	200	added ('OK')	image/jpeg	etag:%22f4966-6164fb405024b%22	https://www.haplink.net/wp-content/uploads/2024/04/IMG_7972-scaled.jpeg	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-content/uploads/2024/04/IMG_7972-scaled.jpg	(from https://www.haplink.net/2024/04/17/practice-table-construction/)
18:25:24	208222/208222	---M--	200	added ('OK')	image/jpeg	etag:%2232d5e-6164fb40a70fa%22	https://www.haplink.net/wp-content/uploads/2024/04/IMG_7974-1024x768.jpeg	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-content/uploads/2024/04/IMG_7974-1024x768.jpg	(from https://www.haplink.net/2024/04/17/practice-table-construction/)
18:25:24	945049/945049	---M--	200	added ('OK')	image/jpeg	etag:%22e6b99-6164fb3f40a5d%22	https://www.haplink.net/wp-content/uploads/2024/04/IMG_7974-scaled.jpeg	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-content/uploads/2024/04/IMG_7974-scaled.jpg	(from https://www.haplink.net/2024/04/17/practice-table-construction/)
18:25:24	576671/576671	---M--	200	added ('OK')	image/jpeg	etag:%228cc9f-6164fb388acd8%22	https://www.haplink.net/wp-content/uploads/2024/04/IMG_7977-scaled.jpeg	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-content/uploads/2024/04/IMG_7977-scaled.jpg	(from https://www.haplink.net/2024/04/17/practice-table-construction/)
18:25:24	159763/159763	---M--	200	added ('OK')	image/jpeg	etag:%2227013-6164fb39cc1af%22	https://www.haplink.net/wp-content/uploads/2024/04/IMG_7977-1024x768.jpeg	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-content/uploads/2024/04/IMG_7977-1024x768.jpg	(from https://www.haplink.net/2024/04/17/practice-table-construction/)
18:25:25	500618/500618	---M--	200	added ('OK')	image/jpeg	etag:%227a38a-6164fb3765d26%22	https://www.haplink.net/wp-content/uploads/2024/04/IMG_7980-scaled.jpeg	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-content/uploads/2024/04/IMG_7980-scaled.jpg	(from https://www.haplink.net/2024/04/17/practice-table-construction/)
18:25:25	127743/127743	---M--	200	added ('OK')	image/jpeg	etag:%221f2ff-6164fb38f252a%22	https://www.haplink.net/wp-content/uploads/2024/04/IMG_7980-1024x768.jpeg	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-content/uploads/2024/04/IMG_7980-1024x768.jpg	(from https://www.haplink.net/2024/04/17/practice-table-construction/)
18:25:25	757195/757195	---M--	200	added ('OK')	image/jpeg	etag:%22b8dcb-6164fb433a44a%22	https://www.haplink.net/wp-content/uploads/2024/04/IMG_7985-scaled.jpeg	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-content/uploads/2024/04/IMG_7985-scaled.jpg	(from https://www.haplink.net/2024/04/17/practice-table-construction/)
18:25:25	182466/182466	---M--	200	added ('OK')	image/jpeg	etag:%222c8c2-6164fb444cb19%22	https://www.haplink.net/wp-content/uploads/2024/04/IMG_7985-1024x768.jpeg	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-content/uploads/2024/04/IMG_7985-1024x768.jpg	(from https://www.haplink.net/2024/04/17/practice-table-construction/)
18:25:26	120597/120597	---M--	200	added ('OK')	image/jpeg	etag:%221d715-6167286206d70%22	https://www.haplink.net/wp-content/uploads/2024/04/IMG_4465-1024x768.jpeg	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-content/uploads/2024/04/IMG_4465-1024x768.jpg	(from https://www.haplink.net/2024/04/17/practice-table-construction/)
18:25:26	4924/4924	---MC-	200	added ('OK')	application/json	date:Thu,%2006%20Feb%202025%2023:25:25%20GMT	https://www.haplink.net/wp-json/wp/v2/posts/318	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-json/wp/v2/posts/318.json	(from https://www.haplink.net/2024/04/14/packing-up/)
18:25:26	859/859	---MC-	200	added ('OK')	application/rss+xml	etag:%221543c5308377a025873bbe6659b0d3fc%22	https://www.haplink.net/2024/04/14/packing-up/feed/	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/2024/04/14/packing-up/feed/index.html	(from https://www.haplink.net/2024/04/14/packing-up/)
18:25:26	2238/2238	---MC-	200	added ('OK')	application/json	date:Thu,%2006%20Feb%202025%2023:25:26%20GMT	https://www.haplink.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.haplink.net%2F2024%2F04%2F14%2Fpacking-up%2F	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-json/oembed/1.0/embed347a.json	(from https://www.haplink.net/2024/04/14/packing-up/)
18:25:26	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2006%20Feb%202025%2023:25:26%20GMT	https://www.haplink.net/?p=318	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/indexcb8c.html	(from https://www.haplink.net/2024/04/14/packing-up/)
18:25:27	2430/2430	---MC-	200	added ('OK')	text/xml	date:Thu,%2006%20Feb%202025%2023:25:26%20GMT	https://www.haplink.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.haplink.net%2F2024%2F04%2F14%2Fpacking-up%2F&format=xml	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-json/oembed/1.0/embed515c	(from https://www.haplink.net/2024/04/14/packing-up/)
18:25:27	157909/157909	---M--	200	added ('OK')	image/jpeg	etag:%22268d5-616168eeefbc9%22	https://www.haplink.net/wp-content/uploads/2024/04/IMG_4407-768x1024.jpeg	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-content/uploads/2024/04/IMG_4407-768x1024.jpg	(from https://www.haplink.net/2024/04/14/packing-up/)
18:25:27	130430/130430	---M--	200	added ('OK')	image/jpeg	etag:%221fd7e-6161692009971%22	https://www.haplink.net/wp-content/uploads/2024/04/IMG_4405-768x1024.jpeg	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-content/uploads/2024/04/IMG_4405-768x1024.jpg	(from https://www.haplink.net/2024/04/14/packing-up/)
18:25:27	161479/161479	---M--	200	added ('OK')	image/jpeg	etag:%22276c7-6161694e01a72%22	https://www.haplink.net/wp-content/uploads/2024/04/IMG_4406-768x1024.jpeg	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-content/uploads/2024/04/IMG_4406-768x1024.jpg	(from https://www.haplink.net/2024/04/14/packing-up/)
18:25:28	67326/67326	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2023:25:27%20GMT	https://www.haplink.net/author/erich/	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/author/erich/index.html	(from https://www.haplink.net/2024/04/14/packing-up/)
18:25:28	2794/2794	---MC-	200	added ('OK')	application/json	date:Thu,%2006%20Feb%202025%2023:25:27%20GMT	https://www.haplink.net/wp-json/wp/v2/posts/207	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-json/wp/v2/posts/207.json	(from https://www.haplink.net/2023/12/03/nh-champions-on-to-worlds/)
18:25:28	2325/2325	---MC-	200	added ('OK')	application/json	date:Thu,%2006%20Feb%202025%2023:25:28%20GMT	https://www.haplink.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.haplink.net%2F2023%2F12%2F03%2Fnh-champions-on-to-worlds%2F	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-json/oembed/1.0/embed621f.json	(from https://www.haplink.net/2023/12/03/nh-champions-on-to-worlds/)
18:25:28	1820/1820	---MC-	200	added ('OK')	application/rss+xml	etag:%221543c5308377a025873bbe6659b0d3fc%22	https://www.haplink.net/2023/12/03/nh-champions-on-to-worlds/feed/	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/2023/12/03/nh-champions-on-to-worlds/feed/index.html	(from https://www.haplink.net/2023/12/03/nh-champions-on-to-worlds/)
18:25:28	2517/2517	---MC-	200	added ('OK')	text/xml	date:Thu,%2006%20Feb%202025%2023:25:28%20GMT	https://www.haplink.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.haplink.net%2F2023%2F12%2F03%2Fnh-champions-on-to-worlds%2F&format=xml	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-json/oembed/1.0/embed7b3e	(from https://www.haplink.net/2023/12/03/nh-champions-on-to-worlds/)
18:25:29	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2006%20Feb%202025%2023:25:28%20GMT	https://www.haplink.net/?p=207	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/indexeb91.html	(from https://www.haplink.net/2023/12/03/nh-champions-on-to-worlds/)
18:25:29	79377/79377	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2023:25:29%20GMT	https://www.haplink.net/2023/12/03/nh-champions-on-to-worlds/?replytocom=4	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/2023/12/03/nh-champions-on-to-worlds/index21b4.html	(from https://www.haplink.net/2023/12/03/nh-champions-on-to-worlds/)
18:25:30	623/623	---MC-	200	added ('OK')	application/json	date:Thu,%2006%20Feb%202025%2023:25:29%20GMT	https://www.haplink.net/wp-json/wp/v2/users/7	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-json/wp/v2/users/7.json	(from https://www.haplink.net/author/erich/)
18:25:30	6514/6514	---MC-	200	added ('OK')	application/rss+xml	etag:%221543c5308377a025873bbe6659b0d3fc%22	https://www.haplink.net/author/erich/feed/	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/author/erich/feed/index.html	(from https://www.haplink.net/author/erich/)
18:25:32	67983500/67983500	---M--	200	added ('OK')	video/quicktime	etag:%2240d588c-60e7ae0a0f4df%22	https://www.haplink.net/wp-content/uploads/2024/01/IMG_7254.mov	C:/FTC26532/website/FTC26532.github.io/Haplink_Backup_20250206/hapnet/www.haplink.net/wp-content/uploads/2024/01/IMG_7254.qt	(from https://www.haplink.net/2023/12/03/nh-champions-on-to-worlds/)
